,Gene_ID,Features,No.Features
741,SLC18A2,"['SLC18A2_SNP', 'SLC18A2_MET', 'SLC18A2_CNV', 'SLC18A2_RNA']",4
742,SLC18A3,"['SLC18A3_SNP', 'SLC18A3_MET', 'SLC18A3_CNV', 'SLC18A3_RNA']",4
743,SLC19A1,"['SLC19A1_SNP', 'SLC19A1_MET', 'SLC19A1_CNV', 'SLC19A1_RNA']",4
744,SLC22A1,"['SLC22A1_SNP', 'SLC22A1_MET', 'SLC22A1_CNV', 'SLC22A1_RNA']",4
745,SLC22A11,"['SLC22A11_SNP', 'SLC22A11_MET', 'SLC22A11_CNV', 'SLC22A11_RNA']",4
746,SLC22A12,"['SLC22A12_SNP', 'SLC22A12_MET', 'SLC22A12_CNV', 'SLC22A12_RNA']",4
747,SLC22A13,"['SLC22A13_SNP', 'SLC22A13_MET', 'SLC22A13_CNV', 'SLC22A13_RNA']",4
748,SLC22A16,"['SLC22A16_SNP', 'SLC22A16_MET', 'SLC22A16_CNV', 'SLC22A16_RNA']",4
749,SLC22A2,"['SLC22A2_SNP', 'SLC22A2_MET', 'SLC22A2_CNV', 'SLC22A2_RNA']",4
750,SLC22A3,"['SLC22A3_SNP', 'SLC22A3_MET', 'SLC22A3_CNV', 'SLC22A3_RNA']",4
751,SLC22A6,"['SLC22A6_SNP', 'SLC22A6_MET', 'SLC22A6_CNV', 'SLC22A6_RNA']",4
752,SLC22A7,"['SLC22A7_SNP', 'SLC22A7_MET', 'SLC22A7_CNV', 'SLC22A7_RNA']",4
753,SLC22A8,"['SLC22A8_SNP', 'SLC22A8_MET', 'SLC22A8_CNV', 'SLC22A8_RNA']",4
754,SLC22A9,"['SLC22A9_SNP', 'SLC22A9_MET', 'SLC22A9_CNV', 'SLC22A9_RNA']",4
755,SLC25A4,"['SLC25A4_SNP', 'SLC25A4_MET', 'SLC25A4_CNV', 'SLC25A4_RNA']",4
756,SLC26A8,"['SLC26A8_SNP', 'SLC26A8_MET', 'SLC26A8_CNV', 'SLC26A8_RNA']",4
757,SLC28A1,"['SLC28A1_SNP', 'SLC28A1_MET', 'SLC28A1_CNV', 'SLC28A1_RNA']",4
758,SLC28A2,"['SLC28A2_SNP', 'SLC28A2_MET', 'SLC28A2_CNV', 'SLC28A2_RNA']",4
759,SLC28A3,"['SLC28A3_SNP', 'SLC28A3_MET', 'SLC28A3_CNV', 'SLC28A3_RNA']",4
760,SLC29A1,"['SLC29A1_SNP', 'SLC29A1_MET', 'SLC29A1_CNV', 'SLC29A1_RNA']",4
761,SLC29A2,"['SLC29A2_SNP', 'SLC29A2_MET', 'SLC29A2_CNV', 'SLC29A2_RNA']",4
762,SLC29A3,"['SLC29A3_SNP', 'SLC29A3_MET', 'SLC29A3_CNV', 'SLC29A3_RNA']",4
763,SLC29A4,"['SLC29A4_SNP', 'SLC29A4_MET', 'SLC29A4_CNV', 'SLC29A4_RNA']",4
764,SLC2A1,"['SLC2A1_SNP', 'SLC2A1_MET', 'SLC2A1_CNV', 'SLC2A1_RNA']",4
765,SLC2A2,"['SLC2A2_SNP', 'SLC2A2_MET', 'SLC2A2_CNV', 'SLC2A2_RNA']",4
766,SLC2A4,"['SLC2A4_SNP', 'SLC2A4_MET', 'SLC2A4_CNV', 'SLC2A4_RNA']",4
767,SLC2A5,"['SLC2A5_SNP', 'SLC2A5_MET', 'SLC2A5_CNV', 'SLC2A5_RNA']",4
768,SLC2A9,"['SLC2A9_SNP', 'SLC2A9_MET', 'SLC2A9_CNV', 'SLC2A9_RNA']",4
769,SLC31A1,"['SLC31A1_SNP', 'SLC31A1_MET', 'SLC31A1_CNV', 'SLC31A1_RNA']",4
770,SLC32A1,"['SLC32A1_SNP', 'SLC32A1_MET', 'SLC32A1_CNV', 'SLC32A1_RNA']",4
771,SLC46A1,"['SLC46A1_SNP', 'SLC46A1_MET', 'SLC46A1_CNV', 'SLC46A1_RNA']",4
772,SLC47A1,"['SLC47A1_SNP', 'SLC47A1_MET', 'SLC47A1_CNV', 'SLC47A1_RNA']",4
773,SLC47A2,"['SLC47A2_SNP', 'SLC47A2_MET', 'SLC47A2_CNV', 'SLC47A2_RNA']",4
774,SLC5A7,"['SLC5A7_SNP', 'SLC5A7_MET', 'SLC5A7_CNV', 'SLC5A7_RNA']",4
775,SLC6A1,"['SLC6A1_SNP', 'SLC6A1_MET', 'SLC6A1_CNV', 'SLC6A1_RNA']",4
776,SLC6A11,"['SLC6A11_SNP', 'SLC6A11_MET', 'SLC6A11_CNV', 'SLC6A11_RNA']",4
777,SLC6A12,"['SLC6A12_SNP', 'SLC6A12_MET', 'SLC6A12_CNV', 'SLC6A12_RNA']",4
778,SLC6A13,"['SLC6A13_SNP', 'SLC6A13_MET', 'SLC6A13_CNV', 'SLC6A13_RNA']",4
779,SLC6A2,"['SLC6A2_SNP', 'SLC6A2_MET', 'SLC6A2_CNV', 'SLC6A2_RNA']",4
780,SLC6A3,"['SLC6A3_SNP', 'SLC6A3_MET', 'SLC6A3_CNV', 'SLC6A3_RNA']",4
781,SLC6A4,"['SLC6A4_SNP', 'SLC6A4_MET', 'SLC6A4_CNV', 'SLC6A4_RNA']",4
782,SLC6A5,"['SLC6A5_SNP', 'SLC6A5_MET', 'SLC6A5_CNV', 'SLC6A5_RNA']",4
783,SLC9A1,"['SLC9A1_SNP', 'SLC9A1_MET', 'SLC9A1_CNV', 'SLC9A1_RNA']",4
784,SLC9A2,"['SLC9A2_SNP', 'SLC9A2_MET', 'SLC9A2_CNV', 'SLC9A2_RNA']",4
785,SLC9A3,"['SLC9A3_SNP', 'SLC9A3_MET', 'SLC9A3_CNV', 'SLC9A3_RNA']",4
786,SLC9A4,"['SLC9A4_SNP', 'SLC9A4_MET', 'SLC9A4_CNV', 'SLC9A4_RNA']",4
787,SLC9A5,"['SLC9A5_SNP', 'SLC9A5_MET', 'SLC9A5_CNV', 'SLC9A5_RNA']",4
788,SLC9A6,"['SLC9A6_SNP', 'SLC9A6_MET', 'SLC9A6_CNV', 'SLC9A6_RNA']",4
789,SLCO1A2,"['SLCO1A2_SNP', 'SLCO1A2_MET', 'SLCO1A2_CNV', 'SLCO1A2_RNA']",4
790,SLCO1B1,"['SLCO1B1_SNP', 'SLCO1B1_MET', 'SLCO1B1_CNV', 'SLCO1B1_RNA']",4
791,SLCO1B3,"['SLCO1B3_SNP', 'SLCO1B3_MET', 'SLCO1B3_CNV', 'SLCO1B3_RNA']",4
792,SLCO2B1,"['SLCO2B1_SNP', 'SLCO2B1_MET', 'SLCO2B1_CNV', 'SLCO2B1_RNA']",4
793,SMUG1,"['SMUG1_SNP', 'SMUG1_MET', 'SMUG1_CNV', 'SMUG1_RNA']",4
794,SNAP25,"['SNAP25_SNP', 'SNAP25_MET', 'SNAP25_CNV', 'SNAP25_RNA']",4
795,SOAT1,"['SOAT1_SNP', 'SOAT1_MET', 'SOAT1_CNV', 'SOAT1_RNA']",4
796,SOCS3,"['SOCS3_SNP', 'SOCS3_MET', 'SOCS3_CNV', 'SOCS3_RNA']",4
797,SOD1,"['SOD1_SNP', 'SOD1_MET', 'SOD1_CNV', 'SOD1_RNA']",4
798,SOS1,"['SOS1_SNP', 'SOS1_MET', 'SOS1_CNV', 'SOS1_RNA']",4
799,SOS2,"['SOS2_SNP', 'SOS2_MET', 'SOS2_CNV', 'SOS2_RNA']",4
800,SP1,"['SP1_SNP', 'SP1_MET', 'SP1_CNV', 'SP1_RNA']",4
801,SQLE,"['SQLE_SNP', 'SQLE_MET', 'SQLE_CNV', 'SQLE_RNA']",4
802,SRC,"['SRC_SNP', 'SRC_MET', 'SRC_CNV', 'SRC_RNA']",4
803,SREBF1,"['SREBF1_SNP', 'SREBF1_MET', 'SREBF1_CNV', 'SREBF1_RNA']",4
804,SSTR2,"['SSTR2_SNP', 'SSTR2_MET', 'SSTR2_CNV', 'SSTR2_RNA']",4
805,STAT1,"['STAT1_SNP', 'STAT1_MET', 'STAT1_CNV', 'STAT1_RNA']",4
806,STAT2,"['STAT2_SNP', 'STAT2_MET', 'STAT2_CNV', 'STAT2_RNA']",4
807,STAT3,"['STAT3_SNP', 'STAT3_MET', 'STAT3_CNV', 'STAT3_RNA']",4
808,STAT4,"['STAT4_SNP', 'STAT4_MET', 'STAT4_CNV', 'STAT4_RNA']",4
809,STAT5A,"['STAT5A_SNP', 'STAT5A_MET', 'STAT5A_CNV', 'STAT5A_RNA']",4
810,STAT5B,"['STAT5B_SNP', 'STAT5B_MET', 'STAT5B_CNV', 'STAT5B_RNA']",4
811,STK11,"['STK11_SNP', 'STK11_MET', 'STK11_CNV', 'STK11_RNA']",4
812,STK39,"['STK39_SNP', 'STK39_MET', 'STK39_CNV', 'STK39_RNA']",4
813,STS,"['STS_SNP', 'STS_MET', 'STS_CNV', 'STS_RNA']",4
814,STX10,"['STX10_SNP', 'STX10_MET', 'STX10_CNV', 'STX10_RNA']",4
815,STX11,"['STX11_SNP', 'STX11_MET', 'STX11_CNV', 'STX11_RNA']",4
816,STX12,"['STX12_SNP', 'STX12_MET', 'STX12_CNV', 'STX12_RNA']",4
817,STX16,"['STX16_SNP', 'STX16_MET', 'STX16_CNV', 'STX16_RNA']",4
818,STX17,"['STX17_SNP', 'STX17_MET', 'STX17_CNV', 'STX17_RNA']",4
819,STX18,"['STX18_SNP', 'STX18_MET', 'STX18_CNV', 'STX18_RNA']",4
820,STX19,"['STX19_SNP', 'STX19_MET', 'STX19_CNV', 'STX19_RNA']",4
821,STX1A,"['STX1A_SNP', 'STX1A_MET', 'STX1A_CNV', 'STX1A_RNA']",4
822,STX1B,"['STX1B_SNP', 'STX1B_MET', 'STX1B_CNV', 'STX1B_RNA']",4
823,STX2,"['STX2_SNP', 'STX2_MET', 'STX2_CNV', 'STX2_RNA']",4
824,STX3,"['STX3_SNP', 'STX3_MET', 'STX3_CNV', 'STX3_RNA']",4
825,STX4,"['STX4_SNP', 'STX4_MET', 'STX4_CNV', 'STX4_RNA']",4
826,STX5,"['STX5_SNP', 'STX5_MET', 'STX5_CNV', 'STX5_RNA']",4
827,STX6,"['STX6_SNP', 'STX6_MET', 'STX6_CNV', 'STX6_RNA']",4
828,STX7,"['STX7_SNP', 'STX7_MET', 'STX7_CNV', 'STX7_RNA']",4
829,STX8,"['STX8_SNP', 'STX8_MET', 'STX8_CNV', 'STX8_RNA']",4
830,SUCLA2,"['SUCLA2_SNP', 'SUCLA2_MET', 'SUCLA2_CNV', 'SUCLA2_RNA']",4
831,SUCLG1,"['SUCLG1_SNP', 'SUCLG1_MET', 'SUCLG1_CNV', 'SUCLG1_RNA']",4
832,SUCLG2,"['SUCLG2_SNP', 'SUCLG2_MET', 'SUCLG2_CNV', 'SUCLG2_RNA']",4
833,SULT1A1,"['SULT1A1_SNP', 'SULT1A1_MET', 'SULT1A1_CNV', 'SULT1A1_RNA']",4
834,SULT1A3,"['SULT1A3_SNP', 'SULT1A3_MET', 'SULT1A3_CNV', 'SULT1A3_RNA']",4
835,SULT1A4,"['SULT1A4_SNP', 'SULT1A4_MET', 'SULT1A4_CNV', 'SULT1A4_RNA']",4
836,SULT1E1,"['SULT1E1_SNP', 'SULT1E1_MET', 'SULT1E1_CNV', 'SULT1E1_RNA']",4
837,SULT2A1,"['SULT2A1_SNP', 'SULT2A1_MET', 'SULT2A1_CNV', 'SULT2A1_RNA']",4
838,TACR1,"['TACR1_SNP', 'TACR1_MET', 'TACR1_CNV', 'TACR1_RNA']",4
839,TBXA2R,"['TBXA2R_SNP', 'TBXA2R_MET', 'TBXA2R_CNV', 'TBXA2R_RNA']",4
840,TBXAS1,"['TBXAS1_SNP', 'TBXAS1_MET', 'TBXAS1_CNV', 'TBXAS1_RNA']",4
841,TCF7L2,"['TCF7L2_SNP', 'TCF7L2_MET', 'TCF7L2_CNV', 'TCF7L2_RNA']",4
842,TDG,"['TDG_SNP', 'TDG_MET', 'TDG_CNV', 'TDG_RNA']",4
843,TEK,"['TEK_SNP', 'TEK_MET', 'TEK_CNV', 'TEK_RNA']",4
844,TGFA,"['TGFA_SNP', 'TGFA_MET', 'TGFA_CNV', 'TGFA_RNA']",4
845,TGFB1,"['TGFB1_SNP', 'TGFB1_MET', 'TGFB1_CNV', 'TGFB1_RNA']",4
846,TH,"['TH_SNP', 'TH_MET', 'TH_CNV', 'TH_RNA']",4
847,TIMP3,"['TIMP3_SNP', 'TIMP3_MET', 'TIMP3_CNV', 'TIMP3_RNA']",4
848,TK1,"['TK1_SNP', 'TK1_MET', 'TK1_CNV', 'TK1_RNA']",4
849,TK2,"['TK2_SNP', 'TK2_MET', 'TK2_CNV', 'TK2_RNA']",4
850,TOP1,"['TOP1_SNP', 'TOP1_MET', 'TOP1_CNV', 'TOP1_RNA']",4
851,TOP2A,"['TOP2A_SNP', 'TOP2A_MET', 'TOP2A_CNV', 'TOP2A_RNA']",4
852,TOP2B,"['TOP2B_SNP', 'TOP2B_MET', 'TOP2B_CNV', 'TOP2B_RNA']",4
853,TP53,"['TP53_SNP', 'TP53_MET', 'TP53_CNV', 'TP53_RNA']",4
854,TPH1,"['TPH1_SNP', 'TPH1_MET', 'TPH1_CNV', 'TPH1_RNA']",4
855,TPH2,"['TPH2_SNP', 'TPH2_MET', 'TPH2_CNV', 'TPH2_RNA']",4
856,TPMT,"['TPMT_SNP', 'TPMT_MET', 'TPMT_CNV', 'TPMT_RNA']",4
857,TSPO,"['TSPO_SNP', 'TSPO_MET', 'TSPO_CNV', 'TSPO_RNA']",4
858,TXN,"['TXN_SNP', 'TXN_MET', 'TXN_CNV', 'TXN_RNA']",4
859,TXNRD1,"['TXNRD1_SNP', 'TXNRD1_MET', 'TXNRD1_CNV', 'TXNRD1_RNA']",4
860,TYK2,"['TYK2_SNP', 'TYK2_MET', 'TYK2_CNV', 'TYK2_RNA']",4
861,TYMP,"['TYMP_SNP', 'TYMP_MET', 'TYMP_CNV', 'TYMP_RNA']",4
862,TYMS,"['TYMS_SNP', 'TYMS_MET', 'TYMS_CNV', 'TYMS_RNA']",4
863,UBASH3B,"['UBASH3B_SNP', 'UBASH3B_MET', 'UBASH3B_CNV', 'UBASH3B_RNA']",4
864,UCK1,"['UCK1_SNP', 'UCK1_MET', 'UCK1_CNV', 'UCK1_RNA']",4
865,UCK2,"['UCK2_SNP', 'UCK2_MET', 'UCK2_CNV', 'UCK2_RNA']",4
866,UCN,"['UCN_SNP', 'UCN_MET', 'UCN_CNV', 'UCN_RNA']",4
867,UCN2,"['UCN2_SNP', 'UCN2_MET', 'UCN2_CNV', 'UCN2_RNA']",4
868,UCN3,"['UCN3_SNP', 'UCN3_MET', 'UCN3_CNV', 'UCN3_RNA']",4
869,UGT1A1,"['UGT1A1_SNP', 'UGT1A1_MET', 'UGT1A1_CNV', 'UGT1A1_RNA']",4
870,UGT1A10,"['UGT1A10_SNP', 'UGT1A10_MET', 'UGT1A10_CNV', 'UGT1A10_RNA']",4
871,UGT1A3,"['UGT1A3_SNP', 'UGT1A3_MET', 'UGT1A3_CNV', 'UGT1A3_RNA']",4
872,UGT1A4,"['UGT1A4_SNP', 'UGT1A4_MET', 'UGT1A4_CNV', 'UGT1A4_RNA']",4
873,UGT1A6,"['UGT1A6_SNP', 'UGT1A6_MET', 'UGT1A6_CNV', 'UGT1A6_RNA']",4
874,UGT1A7,"['UGT1A7_SNP', 'UGT1A7_MET', 'UGT1A7_CNV', 'UGT1A7_RNA']",4
875,UGT1A8,"['UGT1A8_SNP', 'UGT1A8_MET', 'UGT1A8_CNV', 'UGT1A8_RNA']",4
876,UGT1A9,"['UGT1A9_SNP', 'UGT1A9_MET', 'UGT1A9_CNV', 'UGT1A9_RNA']",4
877,UGT2B10,"['UGT2B10_SNP', 'UGT2B10_MET', 'UGT2B10_CNV', 'UGT2B10_RNA']",4
878,UGT2B15,"['UGT2B15_SNP', 'UGT2B15_MET', 'UGT2B15_CNV', 'UGT2B15_RNA']",4
879,UGT2B17,"['UGT2B17_SNP', 'UGT2B17_MET', 'UGT2B17_CNV', 'UGT2B17_RNA']",4
880,UGT2B4,"['UGT2B4_SNP', 'UGT2B4_MET', 'UGT2B4_CNV', 'UGT2B4_RNA']",4
881,UGT2B7,"['UGT2B7_SNP', 'UGT2B7_MET', 'UGT2B7_CNV', 'UGT2B7_RNA']",4
882,UMPS,"['UMPS_SNP', 'UMPS_MET', 'UMPS_CNV', 'UMPS_RNA']",4
883,UPB1,"['UPB1_SNP', 'UPB1_MET', 'UPB1_CNV', 'UPB1_RNA']",4
884,UPP1,"['UPP1_SNP', 'UPP1_MET', 'UPP1_CNV', 'UPP1_RNA']",4
885,UPP2,"['UPP2_SNP', 'UPP2_MET', 'UPP2_CNV', 'UPP2_RNA']",4
886,USP18,"['USP18_SNP', 'USP18_MET', 'USP18_CNV', 'USP18_RNA']",4
887,VAMP1,"['VAMP1_SNP', 'VAMP1_MET', 'VAMP1_CNV', 'VAMP1_RNA']",4
888,VAMP2,"['VAMP2_SNP', 'VAMP2_MET', 'VAMP2_CNV', 'VAMP2_RNA']",4
889,VAMP3,"['VAMP3_SNP', 'VAMP3_MET', 'VAMP3_CNV', 'VAMP3_RNA']",4
890,VAMP4,"['VAMP4_SNP', 'VAMP4_MET', 'VAMP4_CNV', 'VAMP4_RNA']",4
891,VAMP5,"['VAMP5_SNP', 'VAMP5_MET', 'VAMP5_CNV', 'VAMP5_RNA']",4
892,VAMP8,"['VAMP8_SNP', 'VAMP8_MET', 'VAMP8_CNV', 'VAMP8_RNA']",4
893,VDAC1,"['VDAC1_SNP', 'VDAC1_MET', 'VDAC1_CNV', 'VDAC1_RNA']",4
894,VDR,"['VDR_SNP', 'VDR_MET', 'VDR_CNV', 'VDR_RNA']",4
895,VEGFA,"['VEGFA_SNP', 'VEGFA_MET', 'VEGFA_CNV', 'VEGFA_RNA']",4
896,VEGFB,"['VEGFB_SNP', 'VEGFB_MET', 'VEGFB_CNV', 'VEGFB_RNA']",4
897,VEGFC,"['VEGFC_SNP', 'VEGFC_MET', 'VEGFC_CNV', 'VEGFC_RNA']",4
898,VKORC1,"['VKORC1_SNP', 'VKORC1_MET', 'VKORC1_CNV', 'VKORC1_RNA']",4
899,VWF,"['VWF_SNP', 'VWF_MET', 'VWF_CNV', 'VWF_RNA']",4
900,WNK1,"['WNK1_SNP', 'WNK1_MET', 'WNK1_CNV', 'WNK1_RNA']",4
901,WNK3,"['WNK3_SNP', 'WNK3_MET', 'WNK3_CNV', 'WNK3_RNA']",4
902,WNK4,"['WNK4_SNP', 'WNK4_MET', 'WNK4_CNV', 'WNK4_RNA']",4
903,XDH,"['XDH_SNP', 'XDH_MET', 'XDH_CNV', 'XDH_RNA']",4
904,XRCC3,"['XRCC3_SNP', 'XRCC3_MET', 'XRCC3_CNV', 'XRCC3_RNA']",4
905,XRCC4,"['XRCC4_SNP', 'XRCC4_MET', 'XRCC4_CNV', 'XRCC4_RNA']",4
906,YKT6,"['YKT6_SNP', 'YKT6_MET', 'YKT6_CNV', 'YKT6_RNA']",4
907,YY1,"['YY1_SNP', 'YY1_MET', 'YY1_CNV', 'YY1_RNA']",4
908,ZEB1,"['ZEB1_SNP', 'ZEB1_MET', 'ZEB1_CNV', 'ZEB1_RNA']",4
